questionID,sentence,ChatGPT4_label,label,correct
373,"I treated her really badly and caused meaningless fights when she didn't do anything, I feel remorseful, and I'm willing to do whatever it takes to get her back.",,,
373,She's unhappy.,,,
373,"When I called her, she was crying and said she will text me when she's ready.",,,
374,My fianc¨¦ and I broke up.,,,
374,He cheated on me numerous times.,,,
374,I kept forgiving but questioning his every move.,,,
374,He got tired and left.,,,
375,I was in a relationship with a woman for four years.,,,
375,"We both made mistakes, but I do love her.",,,
375,She has moved in with another lady.,,,
375,I think she is just cheating on me to make me miss her.,,,
375,How can I find out for sure?,,,
376,My ex-fianc¨¦ (whom I am still seeing) left me because of the pressure from all three of his teenage daughters.,,,
376,They wanted him to try to work it out with their mom (his ex-girlfriend of 20 years).,,,
376,"He and I split three months ago, but I have been seeing him pretty regularly despite the fact that he is living back with his ex-girlfriend and kids.",,,
376,He is "co-existing" for the kids and fighting all the time with his ex-girlfriend.,,,
376,His daughters don¡¯t want their dad with me because my two boys (grown adults and on their own now) had bad reputations and issues with drugs.,,,
376,His daughters say it is embarrassing for him to be with me.,,,
376,He and I had an absolutely amazing relationship and connect on so many levels.,,,
376,He is getting a lot of pressure from his family and his longtime friends to "do the right thing" and stay with his ex-girlfriend for the kids.,,,
376,He says he wants me to wait.,,,
376,We were going get married last year.,,,
376,"He bought me a $1000 dress, we had invitations made, and everything set up, but then his girls told him they'd never speak to him again if he married me.",,,
376,He says he¡¯s trying to mend his relationship with them.,,,
379,Ive been in an on an off relationship with a this man for almost 3 years.,,,
379,"Even though I care about him, he continues to hurt me.",,,
379,He and his wife were separated when we met.,,,
379,Now he's going through a really difficult divorce from her and is taking it really hard.,,,
379,"I want to end this relationship, but I don't feel like I can.",,,
379,How can I let go?,,,
380,I was in a relationship for almost five years.,,,
380,We were friends for a few years before we got into a relationship.,,,
380,"He was a caring, friendly, and charming guy up until three and a half years in.",,,
380,"He started controlling me: who I hung out with, where I was at all times, and he had a huge hissy fit if I tried to ask him the same questions.",,,
380,"All that time, he just liked me as a friend and was cheating on me with my so-called friends.",,,
380,"At the end, he was a nasty and narcissistic person.",,,
380,Now it¡¯s hard to be social.,,,
381,"We're not together, but I¡¯m still doing things for him and we are intimate.",,,
381,He¡¯s not there for his son.,,,
382,My husband told me last year he never loved me and should have never married me.,,,
382,"He's been talking about divorce, but he hasn't filed.",,,
382,Now he has a girlfriend and he abandoned me and his kids.,,,
382,"He has no financial help, and he has been out of the home for four months.",,,
382,He became very angry and mean.,,,
382,"He says it's all my fault, and that we're not compatible.",,,
383,"My husband used a lot of negative words to hurt me, and I moved out.",,,
383,He is seeing a counselor and wants another chance to make things right.,,,
383,I'm not sure if I trust that he will not go back to his old ways.,,,
384,My ex-boyfriend boyfriend and I lived together.,,,
384,He had a two year affair with a girl and had three pregnancies with her.,,,
384,"One was an abortion, another was a miscarriage, and then she had the third baby.",,,
384,"They are not together, but he continues to contact me and wants me back.",,,
384,He has nothing to offer me.,,,
385,My husband and I got into a huge dispute.,,,
385,"He said he wanted a divorce, and I left.",,,
385,"I still come home a lot and see my kids, and he has not filed yet even though he still said he is.",,,
385,What does that mean for our marriage?,,,
386,In 2008 my former husband of 14 years walked away from my life and we've been separated ever since.,,,
386,We have always been together sexually and both have experienced sleeping with others.,,,
386,I stopped because I wanted my marriage to work out but he did not.,,,
386,"If he stops sleeping with other women, can our marriage be saved?",,,
386,Or should we just part ways?,,,
386,I still care deeply about him after all that I did and he has done.,,,
386,But he is seeing someone else on and off for years now.,,,
386,Will our marriage still be saved if he decides that he wants to try to do so?,,,
387,I keep on begging him to come back.,,,
387,I am so unhappy with him but am so scared of being a single parent to our son.,,,
387,I was abused as a little girl and that has made to be very abusive to men.,,,
387,What should I do...,,,
389,I am going through a divorce from a narcissistic sociopath who left me for another woman after mentally and emotionally abusing me for 11 years.,,,
389,I have moved to a different state and after giving up my successful business am working as a server at a restaurant.,,,
389,I¡¯m coping as best as I can.,,,
389,Is it normal and healthy to not adapt as quickly and be as strong as I think I should be?,,,
389,"I am astounded at his cruelty and how much he doesn't care, as well as most other people in my life.",,,
389,I feel like I don't exist to anyone anymore as there is no contact from anyone who I thought cared about me.,,,
389,My brother just said no to lending me a few hundred dollars for me to live on.,,,
389,I am losing faith in humanity itself.,,,
390,"I'm a teenager, and I just got my first job.",,,
390,I am a month and a half in.,,,
390,"Yesterday, my boss pushed me to the point where I had to go to the restroom and cry.",,,
390,"She didn't see me, and I'm glad, but when I went to talk to her about it today, I let a tear or two come out.",,,
390,I hate it.,,,
390,I feel like they're not going to keep me anymore.,,,
391,My wife is always accusing me of cheating and telling me that I'm doing things she finds disrespectful even when I don't mean it like that.,,,
391,"For example, she gets offended when I call someone at work ""sweetheart.""",,,
391,I wish I had a penny for every time she accused me of cheating on her.,,,
391,"She doesn't, and never will say she was wrong.",,,
391,How do I get her to understand?,,,
392,I am in a high stress position for a tech company.,,,
392,"I am being overworked and underpaid for my contributions and it is not only giving me anxiety, but also demoralizing.",,,
392,What can I do to manage my stress?,,,
393,My boss took over some work I'd begun.,,,
393,"Concerned that she had doubts about my work, i asked her for feedback.",,,
393,"I assured her that I did my utmost for customer service, and asked if I was deficient.",,,
